"GEO_ID","NAME","B08203_001E","B08203_001M","B08203_002E","B08203_002M","B08203_003E","B08203_003M","B08203_004E","B08203_004M","B08203_005E","B08203_005M","B08203_006E","B08203_006M","B08203_007E","B08203_007M","B08203_008E","B08203_008M","B08203_009E","B08203_009M","B08203_010E","B08203_010M","B08203_011E","B08203_011M","B08203_012E","B08203_012M","B08203_013E","B08203_013M","B08203_014E","B08203_014M","B08203_015E","B08203_015M","B08203_016E","B08203_016M","B08203_017E","B08203_017M","B08203_018E","B08203_018M","B08203_019E","B08203_019M","B08203_020E","B08203_020M","B08203_021E","B08203_021M","B08203_022E","B08203_022M","B08203_023E","B08203_023M","B08203_024E","B08203_024M","B08203_025E","B08203_025M","B08203_026E","B08203_026M","B08203_027E","B08203_027M","B08203_028E","B08203_028M","B08203_029E","B08203_029M","B08203_030E","B08203_030M",
"Geography","Geographic Area Name","Estimate!!Total:","Margin of Error!!Total:","Estimate!!Total:!!No vehicle available","Margin of Error!!Total:!!No vehicle available","Estimate!!Total:!!1 vehicle available","Margin of Error!!Total:!!1 vehicle available","Estimate!!Total:!!2 vehicles available","Margin of Error!!Total:!!2 vehicles available","Estimate!!Total:!!3 vehicles available","Margin of Error!!Total:!!3 vehicles available","Estimate!!Total:!!4 or more vehicles available","Margin of Error!!Total:!!4 or more vehicles available","Estimate!!Total:!!No workers:","Margin of Error!!Total:!!No workers:","Estimate!!Total:!!No workers:!!No vehicle available","Margin of Error!!Total:!!No workers:!!No vehicle available","Estimate!!Total:!!No workers:!!1 vehicle available","Margin of Error!!Total:!!No workers:!!1 vehicle available","Estimate!!Total:!!No workers:!!2 vehicles available","Margin of Error!!Total:!!No workers:!!2 vehicles available","Estimate!!Total:!!No workers:!!3 vehicles available","Margin of Error!!Total:!!No workers:!!3 vehicles available","Estimate!!Total:!!No workers:!!4 or more vehicles available","Margin of Error!!Total:!!No workers:!!4 or more vehicles available","Estimate!!Total:!!1 worker:","Margin of Error!!Total:!!1 worker:","Estimate!!Total:!!1 worker:!!No vehicle available","Margin of Error!!Total:!!1 worker:!!No vehicle available","Estimate!!Total:!!1 worker:!!1 vehicle available","Margin of Error!!Total:!!1 worker:!!1 vehicle available","Estimate!!Total:!!1 worker:!!2 vehicles available","Margin of Error!!Total:!!1 worker:!!2 vehicles available","Estimate!!Total:!!1 worker:!!3 vehicles available","Margin of Error!!Total:!!1 worker:!!3 vehicles available","Estimate!!Total:!!1 worker:!!4 or more vehicles available","Margin of Error!!Total:!!1 worker:!!4 or more vehicles available","Estimate!!Total:!!2 workers:","Margin of Error!!Total:!!2 workers:","Estimate!!Total:!!2 workers:!!No vehicle available","Margin of Error!!Total:!!2 workers:!!No vehicle available","Estimate!!Total:!!2 workers:!!1 vehicle available","Margin of Error!!Total:!!2 workers:!!1 vehicle available","Estimate!!Total:!!2 workers:!!2 vehicles available","Margin of Error!!Total:!!2 workers:!!2 vehicles available","Estimate!!Total:!!2 workers:!!3 vehicles available","Margin of Error!!Total:!!2 workers:!!3 vehicles available","Estimate!!Total:!!2 workers:!!4 or more vehicles available","Margin of Error!!Total:!!2 workers:!!4 or more vehicles available","Estimate!!Total:!!3 or more workers:","Margin of Error!!Total:!!3 or more workers:","Estimate!!Total:!!3 or more workers:!!No vehicle available","Margin of Error!!Total:!!3 or more workers:!!No vehicle available","Estimate!!Total:!!3 or more workers:!!1 vehicle available","Margin of Error!!Total:!!3 or more workers:!!1 vehicle available","Estimate!!Total:!!3 or more workers:!!2 vehicles available","Margin of Error!!Total:!!3 or more workers:!!2 vehicles available","Estimate!!Total:!!3 or more workers:!!3 vehicles available","Margin of Error!!Total:!!3 or more workers:!!3 vehicles available","Estimate!!Total:!!3 or more workers:!!4 or more vehicles available","Margin of Error!!Total:!!3 or more workers:!!4 or more vehicles available",
"1400000US13121011624","Census Tract 116.24; Fulton County; Georgia","1169","157","0","14","64","42","618","100","296","91","191","158","119","46","0","14","29","29","90","47","0","14","0","14","337","158","0","14","13","22","122","56","75","54","127","150","579","92","0","14","22","26","363","84","164","75","30","28","134","51","0","14","0","14","43","37","57","38","34","30",
"1400000US13121011627","Census Tract 116.27; Fulton County; Georgia","1569","192","110","89","729","195","468","146","92","54","170","103","318","130","40","61","173","102","88","57","9","14","8","12","770","224","70","72","511","214","129","73","37","33","23","36","400","161","0","14","45","40","251","122","33","33","71","66","81","76","0","14","0","14","0","14","13","21","68","75",
"1400000US13121011628","Census Tract 116.28; Fulton County; Georgia","1048","233","106","70","451","186","267","145","157","130","67","55","132","108","0","14","9","14","108","105","0","14","15","28","618","187","88","64","442","186","34","37","28","39","26","34","250","136","18","29","0","14","119","86","89","104","24","29","48","50","0","14","0","14","6","13","40","46","2","11",
"1400000US13121011629","Census Tract 116.29; Fulton County; Georgia","1340","106","19","21","140","71","817","131","258","102","106","68","158","64","0","14","37","38","88","38","33","41","0","14","424","106","19","21","63","51","279","101","51","47","12","17","621","136","0","14","40","40","419","114","86","45","76","61","137","93","0","14","0","14","31","49","88","69","18","25",
"1400000US13121011630","Census Tract 116.30; Fulton County; Georgia","1250","147","56","79","315","113","677","145","141","79","61","49","187","105","56","79","100","72","19","31","12","19","0","14","357","109","0","14","131","71","203","84","11","19","12","19","665","158","0","14","84","89","455","113","78","61","48","45","41","34","0","14","0","14","0","14","40","34","1","2",
"1400000US13121011631","Census Tract 116.31; Fulton County; Georgia","2131","475","140","93","970","462","557","146","388","325","76","67","519","426","124","93","365","433","30","30","0","20","0","20","782","189","0","20","493","163","269","136","20","27","0","20","509","148","16","28","112","86","258","120","115","96","8","13","321","320","0","20","0","20","0","20","253","310","68","69",
"1400000US13121011632","Census Tract 116.32; Fulton County; Georgia","1260","190","73","77","429","169","568","181","152","87","38","45","176","96","52","76","75","67","11","18","0","14","38","45","605","197","21","23","334","172","203","100","47","45","0","14","396","173","0","14","20","21","328","169","48","43","0","14","83","71","0","14","0","14","26","29","57","65","0","14",
"1400000US13121011633","Census Tract 116.33; Fulton County; Georgia","1200","88","0","14","290","104","602","176","209","117","99","74","179","63","0","14","82","58","68","42","29","33","0","14","431","114","0","14","103","54","310","105","18","29","0","14","523","119","0","14","105","87","224","126","134","102","60","60","67","62","0","14","0","14","0","14","28","46","39","40",
"1400000US13121011634","Census Tract 116.34; Fulton County; Georgia","875","139","19","19","432","144","301","81","78","47","45","33","217","88","0","14","174","90","38","33","5","9","0","14","308","145","9","12","222","136","68","54","0","14","9","15","303","72","10","15","36","30","195","68","54","42","8","12","47","33","0","14","0","14","0","14","19","21","28","28",
"1400000US13121011635","Census Tract 116.35; Fulton County; Georgia","1205","174","9","15","255","110","621","214","278","104","42","39","85","60","0","14","26","38","16","23","43","47","0","14","403","128","0","14","177","100","175","85","36","38","15","23","522","198","9","15","42","52","402","196","62","75","7","15","195","109","0","14","10","16","28","33","137","96","20","29",
"1400000US13121011636","Census Tract 116.36; Fulton County; Georgia","763","109","82","40","520","113","161","71","0","14","0","14","104","40","32","18","54","35","18","20","0","14","0","14","343","110","8","14","291","101","44","30","0","14","0","14","280","84","42","33","155","77","83","66","0","14","0","14","36","20","0","14","20","7","16","25","0","14","0","14",
"1400000US13121011637","Census Tract 116.37; Fulton County; Georgia","968","67","0","14","369","73","308","94","191","90","100","60","122","63","0","14","12","19","54","25","0","14","56","57","458","89","0","14","295","69","88","53","45","38","30","36","336","91","0","14","62","54","166","65","104","93","4","9","52","37","0","14","0","14","0","14","42","34","10","16",
"1400000US13121011638","Census Tract 116.38; Fulton County; Georgia","1424","170","50","65","317","94","638","136","316","168","103","66","323","96","0","14","224","86","99","60","0","14","0","14","507","126","50","65","62","45","313","112","60","48","22","23","401","96","0","14","31","30","213","77","112","59","45","50","193","165","0","14","0","14","13","21","144","159","36","42",
"1400000US13121011639","Census Tract 116.39; Fulton County; Georgia","902","81","21","27","458","103","321","96","92","47","10","17","73","54","0","14","68","54","5","8","0","14","0","14","403","88","16","25","296","86","72","47","19","30","0","14","317","91","5","9","94","45","202","82","16","17","0","14","109","79","0","14","0","14","42","54","57","53","10","17",
"1400000US13121011640","Census Tract 116.40; Fulton County; Georgia","2341","240","299","222","916","263","819","247","307","167","0","20","435","154","55","64","275","154","105","90","0","20","0","20","1230","364","238","201","591","232","308","198","93","88","0","20","622","220","6","14","50","72","406","210","160","117","0","20","54","94","0","20","0","20","0","20","54","94","0","20",
"1400000US13121011641","Census Tract 116.41; Fulton County; Georgia","1462","267","23","25","131","81","660","136","279","128","369","283","129","59","23","25","20","20","78","47","8","15","0","20","296","102","0","20","79","62","184","81","9","16","24","25","699","163","0","20","32","43","377","114","199","115","91","79","338","265","0","20","0","20","21","33","63","38","254","271",
"1400000US13121011642","Census Tract 116.42; Fulton County; Georgia","1298","115","52","45","572","113","588","125","71","60","15","29","177","76","27","31","106","61","44","40","0","14","0","14","619","118","5","10","419","117","174","91","6","11","15","29","446","118","0","14","47","72","361","107","38","43","0","14","56","45","20","27","0","14","9","14","27","38","0","14",
"1400000US13121011643","Census Tract 116.43; Fulton County; Georgia","2584","476","107","142","1706","463","556","302","215","291","0","14","89","159","0","14","89","159","0","14","0","14","0","14","1559","504","107","142","1106","440","145","153","201","288","0","14","868","391","0","14","480","366","374","256","14","29","0","14","68","99","0","14","31","59","37","67","0","14","0","14",
"1400000US13121011644","Census Tract 116.44; Fulton County; Georgia","1779","279","0","14","915","335","779","240","85","69","0","14","269","124","0","14","152","120","117","90","0","14","0","14","727","305","0","14","604","295","111","98","12","21","0","14","758","264","0","14","159","133","551","259","48","51","0","14","25","31","0","14","0","14","0","14","25","31","0","14",
"1400000US13121011645","Census Tract 116.45; Fulton County; Georgia","1335","130","20","28","455","118","565","199","263","111","32","34","156","55","0","14","76","62","15","27","46","51","19","30","517","165","5","10","270","97","218","141","24","36","0","14","549","164","15","26","92","72","325","149","110","94","7","14","113","83","0","14","17","25","7","16","83","81","6","11",
"1400000US13121011646","Census Tract 116.46; Fulton County; Georgia","1991","436","526","166","537","157","563","143","74","61","291","434","625","178","411","145","138","77","76","59","0","14","0","14","667","140","115","83","377","129","134","77","41","49","0","14","686","450","0","14","22","28","353","128","20","35","291","434","13","21","0","14","0","14","0","14","13","21","0","14",
"1400000US13121011647","Census Tract 116.47; Fulton County; Georgia","2310","304","446","209","742","205","857","263","228","137","37","37","746","202","446","209","209","109","75","62","16","24","0","14","789","225","0","14","460","175","271","117","58","61","0","14","670","303","0","14","48","54","511","269","97","116","14","22","105","74","0","14","25","52","0","14","57","52","23","30",
"1400000US13121011648","Census Tract 116.48; Fulton County; Georgia","766","73","0","14","58","41","354","80","330","71","24","23","41","25","0","14","5","10","26","22","10","13","0","14","230","70","0","14","37","35","136","49","53","41","4","8","360","98","0","14","16","20","184","75","153","77","7","12","135","65","0","14","0","14","8","12","114","66","13","18",
"1400000US13121011649","Census Tract 116.49; Fulton County; Georgia","2273","276","21","35","701","232","1184","218","295","116","72","50","435","146","0","20","148","72","226","114","61","56","0","20","1096","300","0","20","473","172","527","240","84","64","12","20","607","170","21","35","80","105","368","122","78","50","60","44","135","70","0","20","0","20","63","45","72","60","0","20",
"1400000US13121011650","Census Tract 116.50; Fulton County; Georgia","1818","402","198","78","522","181","733","271","306","319","59","64","185","76","81","46","40","33","64","66","0","14","0","14","699","177","99","70","345","133","223","94","32","31","0","14","812","399","18","28","137","129","434","251","219","315","4","9","122","81","0","14","0","14","12","26","55","44","55","66",
"1400000US13121011651","Census Tract 116.51; Fulton County; Georgia","695","65","11","13","240","76","313","64","119","55","12","14","30","26","0","14","25","25","5","7","0","14","0","14","304","81","5","8","148","65","120","54","24","19","7","11","301","78","6","9","67","40","170","59","54","45","4","7","60","33","0","14","0","14","18","21","41","30","1","6",
"1400000US13121011652","Census Tract 116.52; Fulton County; Georgia","1146","116","26","31","373","99","650","115","42","36","55","43","51","39","0","14","17","24","17","21","17","25","0","14","535","112","26","31","329","93","180","100","0","14","0","14","482","78","0","14","27","33","443","71","12","18","0","14","78","45","0","14","0","14","10","14","13","22","55","43",
"1400000US13121011653","Census Tract 116.53; Fulton County; Georgia","1310","207","0","14","106","58","691","147","390","187","123","74","203","53","0","14","39","29","164","59","0","14","0","14","459","196","0","14","67","48","157","76","193","161","42","49","522","149","0","14","0","14","301","132","162","68","59","38","126","62","0","14","0","14","69","52","35","35","22","31",
"1400000US13121011654","Census Tract 116.54; Fulton County; Georgia","1057","128","45","48","399","116","394","126","103","71","116","106","162","91","0","14","113","83","35","28","14","15","0","14","474","155","45","48","277","106","135","109","10","15","7","11","298","82","0","14","9","17","209","82","42","41","38","44","123","97","0","14","0","14","15","25","37","52","71","87",
"1400000US13121011655","Census Tract 116.55; Fulton County; Georgia","940","104","96","81","99","53","496","100","227","93","22","22","110","41","0","14","44","31","44","31","22","25","0","14","336","123","96","81","29","26","143","69","68","58","0","14","438","92","0","14","26","38","285","85","119","69","8","13","56","36","0","14","0","14","24","27","18","21","14","18",
"1400000US13121011656","Census Tract 116.56; Fulton County; Georgia","1416","138","0","14","276","105","673","121","440","151","27","25","279","111","0","14","128","86","78","46","73","75","0","14","442","118","0","14","133","66","202","85","102","59","5","15","591","156","0","14","15","21","380","111","196","134","0","14","104","56","0","14","0","14","13","24","69","46","22","26",
"1400000US13121011657","Census Tract 116.57; Fulton County; Georgia","979","167","0","14","72","34","563","168","240","78","104","51","45","23","0","14","15","16","30","18","0","14","0","14","301","70","0","14","50","29","167","70","67","45","17","23","508","162","0","14","7","9","360","163","108","49","33","31","125","77","0","14","0","14","6","10","65","56","54","49",
"1400000US13121011658","Census Tract 116.58; Fulton County; Georgia","1501","276","16","20","511","171","799","263","120","76","55","51","248","94","9","15","115","60","124","80","0","14","0","14","571","170","0","14","367","159","141","62","63","58","0","14","605","263","7","12","29","36","510","257","44","38","15","26","77","53","0","14","0","14","24","27","13","21","40","43",
"1400000US13121011659","Census Tract 116.59; Fulton County; Georgia","877","103","0","14","139","61","455","126","177","70","106","45","215","73","0","14","51","43","126","56","38","32","0","14","329","112","0","14","81","49","169","93","34","26","45","34","263","71","0","14","7","10","160","64","65","54","31","30","70","39","0","14","0","14","0","14","40","29","30","26",
"1400000US13121011660","Census Tract 116.60; Fulton County; Georgia","1831","246","64","70","536","160","914","253","141","67","176","150","433","81","64","70","246","74","115","82","0","20","8","12","751","237","0","20","238","129","374","213","9","17","130","137","541","140","0","20","52","57","413","136","76","54","0","20","106","71","0","20","0","20","12","19","56","48","38","66",
"1400000US13121011661","Census Tract 116.61; Fulton County; Georgia","605","141","0","14","39","38","281","82","178","63","107","114","114","58","0","14","24","34","51","32","39","31","0","14","112","52","0","14","6","9","78","42","11","12","17","26","309","136","0","14","9","10","137","51","90","52","73","119","70","37","0","14","0","14","15","11","38","32","17","16",
"1400000US13121011801","Census Tract 118.01; Fulton County; Georgia","633","213","0","14","402","159","231","186","0","14","0","14","34","37","0","14","12","22","22","33","0","14","0","14","390","157","0","14","390","157","0","14","0","14","0","14","166","180","0","14","0","14","166","180","0","14","0","14","43","67","0","14","0","14","43","67","0","14","0","14",
"1400000US13121011802","Census Tract 118.02; Fulton County; Georgia","626","137","114","92","378","127","108","68","26","30","0","14","140","96","57","51","83","86","0","14","0","14","0","14","318","130","57","78","196","122","65","46","0","14","0","14","140","53","0","14","99","39","15","21","26","30","0","14","28","43","0","14","0","14","28","43","0","14","0","14",
"1400000US13121011901","Census Tract 119.01; Fulton County; Georgia","1022","239","423","108","474","261","116","79","9","12","0","14","398","242","167","71","231","239","0","14","0","14","0","14","448","149","254","90","173","138","21","32","0","14","0","14","176","93","2","11","70","76","95","71","9","12","0","14","0","14","0","14","0","14","0","14","0","14","0","14",
"1400000US13121011902","Census Tract 119.02; Fulton County; Georgia","876","214","228","197","443","109","163","47","0","14","42","69","338","203","219","196","111","67","8","13","0","14","0","14","183","94","9","13","164","89","10","15","0","14","0","14","355","99","0","14","168","70","145","45","0","14","42","69","0","14","0","14","0","14","0","14","0","14","0","14",
"1400000US13121012000","Census Tract 120; Fulton County; Georgia","1854","633","510","243","945","649","336","176","63","64","0","14","935","667","309","208","590","620","21","32","15","24","0","14","613","226","172","129","272","209","169","118","0","14","0","14","290","161","13","21","83","75","146","132","48","58","0","14","16","26","16","26","0","14","0","14","0","14","0","14",
"1400000US13121012300","Census Tract 123; Fulton County; Georgia","1127","276","10","15","429","142","556","256","132","86","0","14","237","107","10","15","122","77","62","66","43","60","0","14","622","292","0","14","307","119","267","268","48","46","0","14","257","130","0","14","0","14","216","124","41","36","0","14","11","18","0","14","0","14","11","18","0","14","0","14",
"1400000US13121980000","Census Tract 9800; Fulton County; Georgia","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14",
