"GEO_ID","NAME","B08203_001E","B08203_001M","B08203_002E","B08203_002M","B08203_003E","B08203_003M","B08203_004E","B08203_004M","B08203_005E","B08203_005M","B08203_006E","B08203_006M","B08203_007E","B08203_007M","B08203_008E","B08203_008M","B08203_009E","B08203_009M","B08203_010E","B08203_010M","B08203_011E","B08203_011M","B08203_012E","B08203_012M","B08203_013E","B08203_013M","B08203_014E","B08203_014M","B08203_015E","B08203_015M","B08203_016E","B08203_016M","B08203_017E","B08203_017M","B08203_018E","B08203_018M","B08203_019E","B08203_019M","B08203_020E","B08203_020M","B08203_021E","B08203_021M","B08203_022E","B08203_022M","B08203_023E","B08203_023M","B08203_024E","B08203_024M","B08203_025E","B08203_025M","B08203_026E","B08203_026M","B08203_027E","B08203_027M","B08203_028E","B08203_028M","B08203_029E","B08203_029M","B08203_030E","B08203_030M",
"Geography","Geographic Area Name","Estimate!!Total:","Margin of Error!!Total:","Estimate!!Total:!!No vehicle available","Margin of Error!!Total:!!No vehicle available","Estimate!!Total:!!1 vehicle available","Margin of Error!!Total:!!1 vehicle available","Estimate!!Total:!!2 vehicles available","Margin of Error!!Total:!!2 vehicles available","Estimate!!Total:!!3 vehicles available","Margin of Error!!Total:!!3 vehicles available","Estimate!!Total:!!4 or more vehicles available","Margin of Error!!Total:!!4 or more vehicles available","Estimate!!Total:!!No workers:","Margin of Error!!Total:!!No workers:","Estimate!!Total:!!No workers:!!No vehicle available","Margin of Error!!Total:!!No workers:!!No vehicle available","Estimate!!Total:!!No workers:!!1 vehicle available","Margin of Error!!Total:!!No workers:!!1 vehicle available","Estimate!!Total:!!No workers:!!2 vehicles available","Margin of Error!!Total:!!No workers:!!2 vehicles available","Estimate!!Total:!!No workers:!!3 vehicles available","Margin of Error!!Total:!!No workers:!!3 vehicles available","Estimate!!Total:!!No workers:!!4 or more vehicles available","Margin of Error!!Total:!!No workers:!!4 or more vehicles available","Estimate!!Total:!!1 worker:","Margin of Error!!Total:!!1 worker:","Estimate!!Total:!!1 worker:!!No vehicle available","Margin of Error!!Total:!!1 worker:!!No vehicle available","Estimate!!Total:!!1 worker:!!1 vehicle available","Margin of Error!!Total:!!1 worker:!!1 vehicle available","Estimate!!Total:!!1 worker:!!2 vehicles available","Margin of Error!!Total:!!1 worker:!!2 vehicles available","Estimate!!Total:!!1 worker:!!3 vehicles available","Margin of Error!!Total:!!1 worker:!!3 vehicles available","Estimate!!Total:!!1 worker:!!4 or more vehicles available","Margin of Error!!Total:!!1 worker:!!4 or more vehicles available","Estimate!!Total:!!2 workers:","Margin of Error!!Total:!!2 workers:","Estimate!!Total:!!2 workers:!!No vehicle available","Margin of Error!!Total:!!2 workers:!!No vehicle available","Estimate!!Total:!!2 workers:!!1 vehicle available","Margin of Error!!Total:!!2 workers:!!1 vehicle available","Estimate!!Total:!!2 workers:!!2 vehicles available","Margin of Error!!Total:!!2 workers:!!2 vehicles available","Estimate!!Total:!!2 workers:!!3 vehicles available","Margin of Error!!Total:!!2 workers:!!3 vehicles available","Estimate!!Total:!!2 workers:!!4 or more vehicles available","Margin of Error!!Total:!!2 workers:!!4 or more vehicles available","Estimate!!Total:!!3 or more workers:","Margin of Error!!Total:!!3 or more workers:","Estimate!!Total:!!3 or more workers:!!No vehicle available","Margin of Error!!Total:!!3 or more workers:!!No vehicle available","Estimate!!Total:!!3 or more workers:!!1 vehicle available","Margin of Error!!Total:!!3 or more workers:!!1 vehicle available","Estimate!!Total:!!3 or more workers:!!2 vehicles available","Margin of Error!!Total:!!3 or more workers:!!2 vehicles available","Estimate!!Total:!!3 or more workers:!!3 vehicles available","Margin of Error!!Total:!!3 or more workers:!!3 vehicles available","Estimate!!Total:!!3 or more workers:!!4 or more vehicles available","Margin of Error!!Total:!!3 or more workers:!!4 or more vehicles available",
"1400000US13121009203","Census Tract 92.03; Fulton County; Georgia","1926","313","324","226","1128","273","410","175","64","71","0","14","392","246","225","199","167","171","0","14","0","14","0","14","1068","303","99","118","817","290","120","82","32","54","0","14","466","260","0","14","144","212","290","165","32","47","0","14","0","14","0","14","0","14","0","14","0","14","0","14",
"1400000US13121009301","Census Tract 93.01; Fulton County; Georgia","1635","356","33","42","826","295","699","240","77","48","0","14","267","85","0","14","186","88","59","36","22","33","0","14","779","306","9","15","573","294","180","87","17","28","0","14","572","225","24","39","67","50","460","212","21","28","0","14","17","21","0","14","0","14","0","14","17","21","0","14",
"1400000US13121009302","Census Tract 93.02; Fulton County; Georgia","1266","192","74","64","637","183","524","111","31","31","0","14","259","87","9","15","181","83","69","42","0","14","0","14","603","177","65","63","392","154","146","76","0","14","0","14","373","104","0","14","64","67","309","92","0","14","0","14","31","31","0","14","0","14","0","14","31","31","0","14",
"1400000US13121009405","Census Tract 94.05; Fulton County; Georgia","2216","638","471","524","1103","272","577","286","65","81","0","14","218","174","36","57","182","145","0","14","0","14","0","14","1438","594","435","520","809","243","143","89","51","83","0","14","542","300","0","14","112","107","430","274","0","14","0","14","18","27","0","14","0","14","4","15","14","22","0","14",
"1400000US13121009406","Census Tract 94.06; Fulton County; Georgia","1374","229","147","77","1050","246","177","92","0","14","0","14","195","108","17","29","178","114","0","14","0","14","0","14","875","232","43","47","787","237","45","42","0","14","0","14","304","116","87","59","85","77","132","85","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14",
"1400000US13121009407","Census Tract 94.07; Fulton County; Georgia","671","193","8","12","408","194","232","86","23","20","0","14","55","46","0","14","41","39","4","9","10","15","0","14","387","203","4","6","347","200","30","37","6","11","0","14","167","81","4","11","20","26","143","71","0","14","0","14","62","56","0","14","0","14","55","55","7","11","0","14",
"1400000US13121009408","Census Tract 94.08; Fulton County; Georgia","1005","185","91","60","735","198","156","113","23","35","0","14","195","95","60","48","135","85","0","14","0","14","0","14","550","145","20","29","479","161","28","36","23","35","0","14","260","165","11","20","121","127","128","107","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14",
"1400000US13121009409","Census Tract 94.09; Fulton County; Georgia","812","123","202","125","316","90","214","81","80","97","0","14","95","81","82","77","7","15","6","12","0","14","0","14","390","132","90","72","179","71","52","59","69","89","0","14","274","91","0","14","130","84","133","53","11","20","0","14","53","56","30","50","0","14","23","28","0","14","0","14",
"1400000US13121009410","Census Tract 94.10; Fulton County; Georgia","1429","413","129","112","592","230","607","419","47","46","54","56","74","64","47","57","0","14","9","15","18","30","0","14","933","423","82","99","550","235","301","374","0","14","0","14","390","229","0","14","42","55","297","223","29","34","22","37","32","39","0","14","0","14","0","14","0","14","32","39",
"1400000US13121009411","Census Tract 94.11; Fulton County; Georgia","1451","175","5","10","696","206","645","170","88","55","17","21","237","93","5","10","102","61","118","75","1","9","11","18","923","215","0","14","570","212","298","131","55","44","0","14","268","96","0","14","24","30","229","92","15","19","0","14","23","27","0","14","0","14","0","14","17","22","6","11",
"1400000US13121009501","Census Tract 95.01; Fulton County; Georgia","1780","239","108","107","605","214","628","198","338","139","101","90","497","160","47","56","175","129","212","92","16","24","47","72","1021","268","61","92","430","205","301","151","200","103","29","34","237","112","0","14","0","14","115","88","122","96","0","14","25","38","0","14","0","14","0","14","0","14","25","38",
"1400000US13121009503","Census Tract 95.03; Fulton County; Georgia","1408","180","460","187","727","172","205","118","16","24","0","14","743","158","385","155","277","135","81","60","0","14","0","14","604","169","75","101","424","149","89","85","16","24","0","14","61","56","0","14","26","34","35","47","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14",
"1400000US13121009504","Census Tract 95.04; Fulton County; Georgia","2204","253","197","185","1178","300","817","283","12","22","0","14","508","284","140","158","142","132","226","210","0","14","0","14","1322","269","57","92","966","297","299","149","0","14","0","14","374","172","0","14","70","51","292","173","12","22","0","14","0","14","0","14","0","14","0","14","0","14","0","14",
"1400000US13121009601","Census Tract 96.01; Fulton County; Georgia","1812","253","157","134","982","248","605","161","46","38","22","25","467","154","54","46","343","165","70","45","0","14","0","14","780","206","103","122","435","153","230","141","0","14","12","19","533","192","0","14","204","194","283","105","46","38","0","14","32","32","0","14","0","14","22","27","0","14","10","16",
"1400000US13121009604","Census Tract 96.04; Fulton County; Georgia","2226","230","118","119","1377","314","690","199","41","49","0","14","311","135","59","80","144","84","94","84","14","21","0","14","1443","297","59","90","1107","329","277","130","0","14","0","14","465","169","0","14","126","93","319","136","20","34","0","14","7","17","0","14","0","14","0","14","7","17","0","14",
"1400000US13121009605","Census Tract 96.05; Fulton County; Georgia","1939","325","253","126","1172","247","390","190","124","192","0","14","335","146","170","88","157","124","8","13","0","14","0","14","1119","256","35","54","968","229","116","129","0","14","0","14","485","248","48","72","47","67","266","132","124","192","0","14","0","14","0","14","0","14","0","14","0","14","0","14",
"1400000US13121009606","Census Tract 96.06; Fulton County; Georgia","558","57","8","13","78","42","331","82","99","55","42","59","89","43","0","14","27","27","46","39","16","24","0","14","213","75","0","14","48","34","153","68","12","20","0","14","192","61","8","13","0","14","130","52","12","15","42","59","64","42","0","14","3","5","2","4","59","41","0","14",
"1400000US13121009607","Census Tract 96.07; Fulton County; Georgia","2722","306","369","166","1415","295","788","250","21","37","129","129","870","253","180","105","481","163","209","172","0","14","0","14","1194","301","183","118","900","278","104","72","7","11","0","14","583","193","0","14","34","57","475","192","14","33","60","87","75","110","6","18","0","14","0","14","0","14","69","107",
"1400000US13121009700","Census Tract 97; Fulton County; Georgia","1650","210","0","14","535","198","696","155","243","91","176","74","336","168","0","14","230","154","74","44","32","32","0","14","712","172","0","14","280","129","244","93","125","66","63","44","537","146","0","14","25","26","378","135","86","70","48","36","65","45","0","14","0","14","0","14","0","14","65","45",
"1400000US13121009802","Census Tract 98.02; Fulton County; Georgia","1706","182","17","25","572","204","691","115","262","98","164","81","339","109","0","14","137","76","174","83","28","26","0","14","775","223","17","25","398","200","183","79","142","65","35","37","512","121","0","14","37","53","319","100","41","34","115","74","80","70","0","14","0","14","15","22","51","64","14","24",
"1400000US13121009803","Census Tract 98.03; Fulton County; Georgia","1773","303","235","108","779","227","660","286","64","47","35","29","688","181","191","97","444","188","32","29","21","23","0","14","505","157","33","40","297","137","134","68","30","31","11","18","563","300","11","23","27","40","494","293","13","21","18","21","17","23","0","14","11","18","0","14","0","14","6","13",
"1400000US13121009804","Census Tract 98.04; Fulton County; Georgia","786","150","6","9","80","41","336","126","228","89","136","99","94","48","6","9","15","17","37","23","36","39","0","14","302","80","0","14","65","39","110","42","96","66","31","26","305","119","0","14","0","14","189","108","96","47","20","23","85","93","0","14","0","14","0","14","0","14","85","93",
"1400000US13121009900","Census Tract 99; Fulton County; Georgia","2160","244","141","123","737","173","833","178","253","110","196","145","445","155","141","123","153","98","151","96","0","20","0","20","1116","218","0","20","566","157","341","118","61","63","148","134","530","166","0","20","18","28","341","138","146","83","25","29","69","60","0","20","0","20","0","20","46","48","23","39",
"1400000US13121010003","Census Tract 100.03; Fulton County; Georgia","2364","324","109","100","1317","310","781","235","86","58","71","70","173","83","19","38","116","82","15","28","23","28","0","14","1491","344","90","72","1111","324","270","105","5","15","15","25","609","274","0","14","90","119","496","244","23","37","0","14","91","75","0","14","0","14","0","14","35","40","56","65",
"1400000US13121010004","Census Tract 100.04; Fulton County; Georgia","848","261","5","7","113","55","501","235","221","113","8","13","76","38","5","7","38","28","9","10","24","24","0","14","329","134","0","14","75","49","141","64","113","113","0","14","306","141","0","14","0","14","220","135","78","40","8","13","137","199","0","14","0","14","131","199","6","11","0","14",
"1400000US13121010005","Census Tract 100.05; Fulton County; Georgia","1154","105","49","82","61","43","628","134","296","104","120","58","208","115","49","82","24","26","82","47","40","47","13","21","333","99","0","14","26","30","158","82","120","73","29","33","578","134","0","14","11","17","388","146","130","75","49","38","35","30","0","14","0","14","0","14","6","11","29","27",
"1400000US13121010006","Census Tract 100.06; Fulton County; Georgia","2894","430","332","236","1901","445","644","203","17","27","0","14","482","246","190","167","138","108","137","118","17","27","0","14","2140","480","142","155","1763","456","235","139","0","14","0","14","272","146","0","14","0","14","272","146","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14",
"1400000US13121010007","Census Tract 100.07; Fulton County; Georgia","783","161","50","38","256","92","359","192","95","38","23","24","220","66","50","38","116","61","39","37","15","21","0","14","292","97","0","14","131","71","130","67","24","23","7","11","225","177","0","14","9","16","158","174","51","38","7","14","46","54","0","14","0","14","32","49","5","9","9","15",
"1400000US13121010106","Census Tract 101.06; Fulton County; Georgia","1677","239","11","18","581","219","817","195","216","83","52","34","256","76","0","14","102","57","134","53","20","24","0","14","842","209","11","18","445","210","240","96","109","65","37","28","568","178","0","14","34","46","443","179","76","41","15","22","11","19","0","14","0","14","0","14","11","19","0","14",
"1400000US13121010107","Census Tract 101.07; Fulton County; Georgia","718","79","13","15","81","47","340","85","189","53","95","42","172","46","4","6","49","35","91","39","21","18","7","11","248","76","9","14","5","8","123","70","94","41","17","17","257","59","0","14","27","24","121","41","59","29","50","35","41","24","0","14","0","14","5","8","15","17","21","19",
"1400000US13121010108","Census Tract 101.08; Fulton County; Georgia","1797","268","206","194","274","109","599","142","411","220","307","165","481","206","199","193","90","45","150","57","27","28","15","16","562","156","0","14","184","103","167","91","158","93","53","36","704","201","7","11","0","14","282","89","185","182","230","162","50","31","0","14","0","14","0","14","41","31","9","14",
"1400000US13121010115","Census Tract 101.15; Fulton County; Georgia","1173","137","11","18","503","133","459","98","154","65","46","34","112","65","11","18","48","45","43","39","0","14","10","17","648","148","0","14","430","131","137","72","59","44","22","24","395","95","0","14","25","33","279","91","88","41","3","5","18","20","0","14","0","14","0","14","7","13","11","16",
"1400000US13121010117","Census Tract 101.17; Fulton County; Georgia","2162","384","159","136","1161","382","792","213","40","38","10","18","241","147","25","41","95","97","121","107","0","14","0","14","1212","414","53","70","951","399","208","111","0","14","0","14","637","169","63","80","115","94","434","143","25","28","0","14","72","66","18","34","0","14","29","48","15","27","10","18",
"1400000US13121010120","Census Tract 101.20; Fulton County; Georgia","1495","348","60","64","745","357","573","236","73","55","44","71","89","69","0","14","71","58","18","29","0","14","0","14","711","345","34","54","603","348","74","75","0","14","0","14","640","250","26","33","40","45","471","245","59","50","44","71","55","54","0","14","31","47","10","15","14","22","0","14",
"1400000US13121010121","Census Tract 101.21; Fulton County; Georgia","1541","199","139","63","808","202","440","184","124","97","30","26","442","103","99","51","218","84","78","54","47","72","0","14","807","213","30","29","513","164","208","159","35","30","21","22","292","77","10","16","77","50","154","67","42","42","9","14","0","14","0","14","0","14","0","14","0","14","0","14",
"1400000US13121010124","Census Tract 101.24; Fulton County; Georgia","1033","481","20","29","698","479","203","84","112","62","0","14","69","76","0","14","69","76","0","14","0","14","0","14","641","480","20","29","597","478","24","40","0","14","0","14","214","85","0","14","5","13","166","73","43","59","0","14","109","51","0","14","27","35","13","21","69","42","0","14",
"1400000US13121010125","Census Tract 101.25; Fulton County; Georgia","1581","258","252","169","637","185","577","285","54","45","61","61","206","119","156","109","40","61","10","16","0","14","0","14","874","296","8","14","429","157","376","269","0","14","61","61","429","159","88","128","160","121","143","97","38","38","0","14","72","65","0","14","8","26","48","57","16","25","0","14",
"1400000US13121010126","Census Tract 101.26; Fulton County; Georgia","1171","276","108","72","740","257","266","83","57","57","0","14","313","212","55","47","246","202","12","17","0","14","0","14","460","137","30","41","392","128","38","45","0","14","0","14","364","103","23","33","102","63","190","71","49","56","0","14","34","27","0","14","0","14","26","29","8","12","0","14",
"1400000US13121010127","Census Tract 101.27; Fulton County; Georgia","1124","181","46","42","355","114","569","160","96","58","58","84","175","54","40","37","81","51","19","29","35","34","0","14","454","163","6","13","240","96","205","141","3","7","0","14","347","136","0","14","34","41","279","138","24","32","10","23","148","97","0","14","0","14","66","79","34","40","48","82",
"1400000US13121010128","Census Tract 101.28; Fulton County; Georgia","731","216","0","14","301","164","361","220","47","65","22","37","123","188","0","14","14","21","109","186","0","14","0","14","276","160","0","14","254","153","0","14","0","14","22","37","129","101","0","14","33","38","96","90","0","14","0","14","203","135","0","14","0","14","156","121","47","65","0","14",
"1400000US13121010129","Census Tract 101.29; Fulton County; Georgia","2481","401","102","66","1253","371","988","410","138","104","0","14","275","127","102","66","17","56","156","109","0","14","0","14","1676","475","0","14","1236","365","430","368","10","26","0","14","481","203","0","14","0","14","384","203","97","92","0","14","49","57","0","14","0","14","18","39","31","47","0","14",
"1400000US13121010130","Census Tract 101.30; Fulton County; Georgia","2013","352","297","276","905","249","690","275","43","54","78","76","56","52","10","21","22","36","0","14","0","14","24","38","1479","339","199","256","796","233","457","266","27","45","0","14","370","197","26","38","87","89","233","163","16","29","8","22","108","102","62","88","0","14","0","14","0","14","46","60",
"1400000US13121010131","Census Tract 101.31; Fulton County; Georgia","1251","388","117","82","767","415","256","104","10","18","101","94","388","394","23","28","344","389","21","29","0","14","0","14","603","124","75","67","314","125","137","74","0","14","77","85","244","116","19","30","109","93","98","62","10","18","8","14","16","27","0","14","0","14","0","14","0","14","16","27",
"1400000US13121010132","Census Tract 101.32; Fulton County; Georgia","1912","357","278","168","727","261","811","372","95","74","1","5","366","124","134","80","226","93","6","9","0","14","0","14","791","285","144","158","409","229","200","118","38","61","0","14","752","357","0","14","89","110","605","351","57","41","1","5","3","7","0","14","3","7","0","14","0","14","0","14",
"1400000US13121010133","Census Tract 101.33; Fulton County; Georgia","3373","355","209","133","1928","409","1018","330","203","199","15","22","804","331","182","129","469","262","131","179","22","38","0","20","1758","327","0","20","1293","342","298","200","152","195","15","22","800","285","27","42","166","137","589","244","18","29","0","20","11","22","0","20","0","20","0","20","11","22","0","20",
"1400000US13121010134","Census Tract 101.34; Fulton County; Georgia","1258","239","114","138","860","270","284","104","0","14","0","14","187","118","23","39","144","117","20","31","0","14","0","14","772","272","91","132","578","259","103","74","0","14","0","14","281","131","0","14","138","122","143","73","0","14","0","14","18","39","0","14","0","14","18","39","0","14","0","14",
"1400000US13121010135","Census Tract 101.35; Fulton County; Georgia","947","190","110","164","569","145","189","86","73","64","6","11","59","58","0","14","59","58","0","14","0","14","0","14","651","190","100","164","467","161","79","74","5","9","0","14","227","96","10","15","43","56","110","66","58","62","6","11","10","18","0","14","0","14","0","14","10","18","0","14",
"1400000US13121010136","Census Tract 101.36; Fulton County; Georgia","1559","382","10","16","539","174","849","374","118","66","43","46","105","83","0","14","19","29","86","78","0","14","0","14","507","148","0","14","394","142","70","47","43","45","0","14","896","385","10","16","126","99","646","378","75","49","39","46","51","51","0","14","0","14","47","51","0","14","4","9",
"1400000US13121010137","Census Tract 101.37; Fulton County; Georgia","1694","331","107","86","1037","357","409","96","105","62","36","35","172","72","37","58","72","39","63","44","0","14","0","14","1039","342","54","65","880","352","69","49","0","14","36","35","413","100","16","24","76","65","228","79","93","60","0","14","70","54","0","14","9","15","49","54","12","20","0","14",
"1400000US13121010204","Census Tract 102.04; Fulton County; Georgia","1870","230","31","48","244","78","1138","242","365","104","92","48","562","189","0","14","112","47","345","184","81","50","24","29","615","185","31","48","109","61","375","147","87","59","13","19","677","113","0","14","22","24","418","94","197","87","40","33","16","24","0","14","1","16","0","14","0","14","15","18",
"1400000US13121010211","Census Tract 102.11; Fulton County; Georgia","1403","234","0","14","331","134","595","213","370","143","107","67","94","40","0","14","55","32","30","19","0","14","9","14","704","169","0","14","255","124","241","99","168","79","40","47","467","186","0","14","21","37","305","168","83","53","58","42","138","134","0","14","0","14","19","23","119","136","0","14",
"1400000US13121010212","Census Tract 102.12; Fulton County; Georgia","2461","463","78","104","1438","390","740","442","171","110","34","40","518","280","64","103","386","271","27","30","10","16","31","39","945","242","0","20","757","238","110","76","78","82","0","20","928","433","14","25","273","214","555","424","83","63","3","7","70","84","0","20","22","38","48","76","0","20","0","20",
"1400000US13121010213","Census Tract 102.13; Fulton County; Georgia","532","75","12","16","417","103","103","82","0","14","0","14","106","62","8","12","70","54","28","30","0","14","0","14","333","122","0","14","333","122","0","14","0","14","0","14","93","71","4","8","14","17","75","73","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14",
"1400000US13121010214","Census Tract 102.14; Fulton County; Georgia","1535","622","725","589","356","223","412","190","42","47","0","14","738","589","527","554","111","68","100","142","0","14","0","14","519","209","198","142","201","168","120","107","0","14","0","14","258","150","0","14","44","73","192","124","22","37","0","14","20","41","0","14","0","14","0","14","20","41","0","14",
"1400000US13121010215","Census Tract 102.15; Fulton County; Georgia","877","206","26","32","319","213","417","71","86","94","29","31","197","194","0","14","161","191","33","29","3","6","0","14","308","136","7","12","158","98","70","53","56","93","17","28","360","78","19","30","0","14","314","72","27","32","0","14","12","18","0","14","0","14","0","14","0","14","12","18",
"1400000US13121010216","Census Tract 102.16; Fulton County; Georgia","1357","249","46","45","641","263","421","107","222","89","27","33","246","229","11","18","202","224","33","26","0","14","0","14","441","107","0","14","283","101","113","73","45","51","0","14","654","145","35","43","156","120","275","97","161","88","27","33","16","30","0","14","0","14","0","14","16","30","0","14",
"1400000US13121010217","Census Tract 102.17; Fulton County; Georgia","1203","175","39","47","487","175","464","141","170","68","43","33","83","54","0","14","0","14","61","49","0","14","22","24","680","166","12","20","458","167","141","114","53","43","16","26","407","90","27","41","29","39","262","87","89","54","0","14","33","36","0","14","0","14","0","14","28","38","5","11",
"1400000US13121010218","Census Tract 102.18; Fulton County; Georgia","963","169","0","14","607","193","298","134","6","11","52","54","37","30","0","14","22","24","15","22","0","14","0","14","614","183","0","14","570","191","42","33","0","14","2","8","276","142","0","14","15","26","241","131","6","11","14","21","36","59","0","14","0","14","0","14","0","14","36","59",
"1400000US13121010219","Census Tract 102.19; Fulton County; Georgia","1222","291","13","23","786","158","403","282","0","14","20","27","25","32","0","14","25","32","0","14","0","14","0","14","652","161","13","23","611","164","28","30","0","14","0","14","536","262","0","14","150","102","366","280","0","14","20","27","9","18","0","14","0","14","9","18","0","14","0","14",
"1400000US13121010220","Census Tract 102.20; Fulton County; Georgia","2166","256","261","201","769","213","873","265","195","93","68","62","522","146","115","108","247","123","135","95","25","40","0","14","1089","310","115","160","522","186","378","214","74","63","0","14","511","172","31","51","0","14","360","158","63","55","57","56","44","49","0","14","0","14","0","14","33","45","11","23",
"1400000US13121010221","Census Tract 102.21; Fulton County; Georgia","1112","204","118","113","534","241","294","95","133","75","33","28","310","214","80","107","194","189","28","23","8","14","0","14","540","163","23","32","340","144","90","54","87","68","0","14","229","96","15","24","0","14","176","80","38","41","0","14","33","28","0","14","0","14","0","14","0","14","33","28",
"1400000US13121010222","Census Tract 102.22; Fulton County; Georgia","963","184","16","17","136","55","375","102","272","198","164","56","155","50","0","14","72","38","52","30","16","17","15","16","332","77","16","17","39","30","163","64","70","44","44","31","423","182","0","14","25","26","160","77","166","176","72","49","53","36","0","14","0","14","0","14","20","27","33","26",
"1400000US13121010223","Census Tract 102.23; Fulton County; Georgia","1321","143","9","16","321","98","561","142","319","92","111","123","394","88","9","16","121","51","207","77","57","39","0","14","434","138","0","14","200","92","143","89","45","39","46","55","377","90","0","14","0","14","186","77","191","66","0","14","116","111","0","14","0","14","25","28","26","28","65","107",
"1400000US13121010305","Census Tract 103.05; Fulton County; Georgia","1442","197","104","85","221","114","471","155","386","146","260","148","407","135","60","66","140","71","138","82","13","21","56","88","464","172","44","50","64","97","205","92","141","102","10","16","422","140","0","14","17","26","84","59","222","111","99","80","149","143","0","14","0","14","44","68","10","16","95","124",
"1400000US13121010306","Census Tract 103.06; Fulton County; Georgia","1563","260","0","14","476","228","473","183","378","123","236","116","217","108","0","14","187","107","20","30","10","16","0","14","821","293","0","14","259","202","303","159","164","86","95","94","418","187","0","14","30","37","150","103","128","97","110","75","107","80","0","14","0","14","0","14","76","66","31","39",
"1400000US13121010307","Census Tract 103.07; Fulton County; Georgia","1884","301","24","41","486","204","941","292","340","156","93","77","355","231","24","41","72","61","211","206","48","39","0","20","759","231","0","20","319","172","249","116","173","137","18","35","728","290","0","20","73","95","481","245","119","85","55","66","42","57","0","20","22","41","0","20","0","20","20","37",
"1400000US13121010308","Census Tract 103.08; Fulton County; Georgia","1733","242","0","20","760","254","411","188","414","169","148","175","271","114","0","20","150","102","0","20","121","139","0","20","676","279","0","20","519","269","24","42","62","85","71","125","565","194","0","20","91","111","387","184","23","40","64","83","221","124","0","20","0","20","0","20","208","115","13","26",
"1400000US13121010309","Census Tract 103.09; Fulton County; Georgia","1602","608","20","25","815","621","469","138","213","99","85","89","179","92","11","18","59","54","109","76","0","14","0","14","498","160","9","17","210","117","136","104","143","95","0","14","870","612","0","14","546","606","197","113","70","61","57","85","55","44","0","14","0","14","27","39","0","14","28","37",
"1400000US13121010310","Census Tract 103.10; Fulton County; Georgia","1774","537","42","67","662","242","663","548","151","87","256","191","348","151","0","20","233","146","55","49","60","55","0","20","335","156","42","67","125","112","115","72","42","41","11","18","876","573","0","20","292","227","493","518","30","55","61","110","215","157","0","20","12","20","0","20","19","28","184","158",
"1400000US13121010311","Census Tract 103.11; Fulton County; Georgia","2327","799","0","20","692","260","1032","833","433","295","170","85","687","818","0","20","34","44","640","808","13","23","0","20","725","210","0","20","576","261","63","90","86","117","0","20","743","336","0","20","82","98","329","199","322","272","10","18","172","84","0","20","0","20","0","20","12","23","160","85",
"1400000US13121010312","Census Tract 103.12; Fulton County; Georgia","1136","72","0","14","529","134","440","135","83","56","84","87","278","103","0","14","120","78","107","79","40","45","11","17","515","138","0","14","382","137","115","90","5","9","13","20","313","120","0","14","27","30","198","100","28","32","60","86","30","35","0","14","0","14","20","29","10","22","0","14",
"1400000US13121010313","Census Tract 103.13; Fulton County; Georgia","1406","237","0","14","757","189","558","193","71","64","20","29","225","125","0","14","159","107","66","64","0","14","0","14","807","240","0","14","511","194","263","160","21","33","12","21","345","123","0","14","87","79","208","109","50","58","0","14","29","37","0","14","0","14","21","32","0","14","8","18",
"1400000US13121010314","Census Tract 103.14; Fulton County; Georgia","747","287","17","21","165","94","218","86","333","300","14","17","57","33","10","17","15","18","32","34","0","14","0","14","232","69","7","12","92","64","89","69","35","47","9","15","354","284","0","14","14","22","42","46","298","299","0","14","104","81","0","14","44","69","55","56","0","14","5","9",
"1400000US13121010315","Census Tract 103.15; Fulton County; Georgia","1753","318","221","121","564","211","664","375","175","110","129","110","479","165","144","94","173","107","136","173","26","35","0","14","535","175","27","46","325","152","134","101","21","24","28","44","614","373","50","75","66","106","394","320","86","82","18","33","125","119","0","14","0","14","0","14","42","71","83","105",
"1400000US13121010401","Census Tract 104.01; Fulton County; Georgia","1529","225","121","91","388","162","585","200","226","152","209","130","294","130","83","75","121","110","70","68","20","52","0","14","490","204","0","14","216","130","105","90","117","101","52","53","435","176","38","61","51","75","314","149","32","48","0","14","310","158","0","14","0","14","96","73","57","64","157","127",
"1400000US13121010402","Census Tract 104.02; Fulton County; Georgia","1617","206","60","49","409","167","708","163","216","117","224","59","485","115","60","49","133","70","204","77","74","54","14","19","778","209","0","14","190","126","428","141","92","76","68","79","226","104","0","14","86","97","76","53","42","49","22","28","128","73","0","14","0","14","0","14","8","15","120","73",
"1400000US13121010508","Census Tract 105.08; Fulton County; Georgia","1333","181","151","128","392","176","554","174","219","110","17","25","546","183","131","126","140","84","215","119","58","55","2","8","357","149","20","28","98","65","171","108","68","63","0","14","365","193","0","14","142","133","140","115","68","61","15","24","65","58","0","14","12","25","28","43","25","31","0","14",
"1400000US13121010517","Census Tract 105.17; Fulton County; Georgia","1866","339","154","117","846","352","517","199","260","163","89","92","407","191","66","80","188","118","55","49","74","108","24","37","827","348","75","86","530","318","204","152","10","16","8","40","605","157","13","24","128","114","231","103","176","121","57","79","27","33","0","14","0","14","27","33","0","14","0","14",
